English,Tamil
Excited, உற்சாகமான
Excitement, ஆர்வம் / உற்சாகம்
Exciting, விறுவிறுப்பான
Exclaim, ஆச்சரியத்துடன் கூறு
Exclamation, வியப்பு
Exclude, விலக்கு
Exclusion, விலக்கல்
Exclusive, பிரத்யேகமான
Exclusively, பிரத்யேகமாக
Excommunication, விலக்கி வைத்தல்
Excreta, கழிவு
Excruciating, கடுமையான வலிமிக்க
Excursion, சுற்றுலா
Excuse, காரணம் / மன்னிப்பு
Execute, செயல்படுத்து / மரணதண்டனை அளி
Execution, அமலாக்கம் / மரணதண்டனை
Executive, நிர்வாகி
Exemplary, முன்மாதிரியான
Exempt, விலக்களி
Exemption, விலக்கு
Exercise, உடற்பயிற்சி
Exert, செலுத்து (ஆற்றல்)
Exertion, உழைப்பு
Exhale, மூச்சு வெளிவிடு
Exhaust, களைப்படையச் செய் / கழிவுப் புகை
Exhausted, மிகவும் களைப்படைந்த
Exhaustion, அதிக களைப்பு
Exhaustive, விரிவான
Exhibit, காட்சிப்படுத்து
Exhibition, கண்காட்சி
Exhilarate, உற்சாகப்படுத்து
Exile, நாடுகடத்தல்
Exist, இரு
Existence, இருப்பு
Existing, நிலவும்
Exit, வெளியேறு
Exodus, வெளியேற்றம்
Exonerate, விடுவி
Exorbitant, அதிகப்படியான
Exotic, விசித்திரமான / வெளிநாட்டு
Expand, விரிவுபடுத்து
Expansion, விரிவாக்கம்
Expanse, பரப்பளவு
Expect, எதிர்பார்
Expectation, எதிர்பார்ப்பு
Expedition, ஆராய்ச்சிப் பயணம்
Expel, வெளியேற்று
Expend, செலவழி
Expenditure, செலவினம்
Expense, செலவு
Expensive, விலையுயர்ந்த
Experience, அனுபவம்
Experienced, அனுபவம் வாய்ந்த
Experiment, பரிசோதனை
Experimental, சோதனை ரீதியான
Expert, நிபுணர்
Expertise, நிபுணத்துவம்
Expire, காலாவதியாகு
Expiry, காலாவதி
Explain, விளக்கு
Explanation, விளக்கம்
Explanatory, விளக்கமளிக்கும்
Explicit, வெளிப்படையான
Explode, வெடி
Exploit, சுரண்டு / சாதனை
Exploitation, சுரண்டல்
Exploration, ஆராய்ச்சி
Explore, ஆராய்
Explorer, ஆராய்ச்சியாளர்
Explosion, வெடிப்பு
Explosive, வெடிபொருள்
Export, ஏற்றுமதி
Exporter, ஏற்றுமதியாளர்
Expose, வெளிப்படுத்து
Exposition, விளக்கம் / கண்காட்சி
Exposure, வெளிப்பாடு
Express, வெளிப்படுத்து / விரைவு
Expression, வெளிப்பாடு
Expressive, உணர்ச்சிமிக்க
Expressway, விரைவுச்சாலை
Expulsion, வெளியேற்றம்
Exquisite, மிக அழகிய
Extend, நீட்டி
Extension, நீட்டிப்பு
Extensive, விரிவான
Extent, அளவு
Exterior, வெளிப்புறம்
Exterminate, அழிக்கவும்
External, বাহ্যिक / வெளிப்புற
Extinct, அழிந்துபோன
Extinction, அழிவு
Extinguish, அணை
Extinguisher, அணைப்பான்
Extol, புகழு
Extort, மிரட்டிப் பறி
Extortion, மிரட்டிப் பறித்தல்
Extra, கூடுதல்
Extract, சாறு / பிரித்தெடு
Extraction, பிரித்தெடுத்தல்
Extradite, ஒப்படை (குற்றவாளியை)
Extradition, குற்றவாளி ஒப்படைப்பு
Extraordinary, அசாதாரணமான
Extravagant, ஆடம்பரமான
Extreme, தீவிரமான
Extremely, மிகவும்
Extremist, தீவிரவாதி
Extremity, முனை / எல்லை
Extrovert, வெளிப்படையான நபர்
Exuberant, துள்ளலான
Eye, கண்
Eyeball, விழிப்பொருள்
Eyebrow, புருவம்
Eyeing, நோக்குதல்
Eyelash, இமை மயிர்
Eyelid, கண் இமை
Eyesight, பார்வைத்திறன்
Eyewitness, நேரில் கண்ட சாட்சி
Here is the vocabulary list for the letter **F**:
Fable, கட்டுக்கதை
Fabric, துணி / கட்டமைப்பு
Fabricate, புனைந்து கூறு / உருவாக்கு
Fabrication, புனைவு / தயாரிப்பு
Face, முகம் / எதிர்கொள்
Facial, முகம் சார்ந்த
Facilitate, எளிதாக்கு
Facility, வசதி
Fact, உண்மை
Faction, உட்பிரிவு / குழு
Factor, காரணி
Factory, தொழிற்சாலை
Faculty, ஆசிரியர் குழு / மனத்திறன்
Fad, தற்காலிக ஆர்வம்
Fade, மங்கு
Fag, சோர்வடையச் செய்
Fahrenheit, ஃபாரன்ஹீட்
Fail, தோல்வியடை
Failure, தோல்வி
Faint, மயக்கமடை / மங்கலான
Faintly, மங்கலாக
Fair, நியாயமான / சந்தை / அழகிய
Fairly, நியாயமாக / ஓரளவு
Fairness, நியாயம்
Fairy, தேவதை
Fairytale, தேவதைக் கதை
Faith, நம்பிக்கை
Faithful, நம்பிக்கையுள்ள
Faithfully, உண்மையுடன்
Fake, போலி
Falcon, வல்லூறு
Fall, விழு / வீழ்ச்சி / இலையுதிர்காலம்
Fallacy, தவறான கருத்து
Fallen, வீழ்ந்த
Fallout, பின்விளைவு
False, தவறான / போலி
Falsehood, பொய்
Falsify, போலிப்பண்ணு
Faltered, தடுமாறிய
Fame, புகழ்
Familiar, அறிமுகமான
Familiarity, பரிச்சயம்
Familiarize, அறிமுகப்படுத்து
Family, குடும்பம்
Famine, பஞ்சம்
Famous, புகழ்பெற்ற
Fan, விசிறி / ரசிகர்
Fanatic, வெறியர்
Fanaticism, தீவிர வெறி
Fancy, கற்பனை / அலங்காரமான
Fanfare, ஆரவாரம்
Fang, நச்சுப்பல்
Fantastic, அற்புதமானது
Fantasy, கற்பனை உலகம்
Far, தொலைவில்
Farce, நகைச்சுவை நாடகம் / கூத்து
Fare, பயணக்கட்டணம்
Farewell, விடைபெறுதல்
Farm, பண்ணை
Farmer, விவசாயி
Farming, விவசாயம்
Fascinate, கவர்
Fascinating, கவர்ச்சிகரமான
Fascination, ஈர்ப்பு
Fascism, பாசிசம்
Fashion, ஃபேஷன் / பாணி
Fashionable, நவீன பாணியிலான
Fast, வேகமான / விரதம்
Fasten, கட்டு / பூட்டு
Fastener, பிணைப்பான்
Faster, வேகமாக
Fat, கொழுப்பு / குண்டான
Fatal, கொடிய / ஆபத்தான
Fatality, உயிரிழப்பு
Fate, விதி
Fateful, விதியைத் தீர்மானிக்கும்
Father, தந்தை
Fatherland, தாய்நாடு
Fathom, ஆழம் அளவிடு
Fatigue, சோர்வு
Fatty, கொழுப்பு நிறைந்த
Faucet, குழாய்
Fault, தவறு / குறைபாடு
Faulty, குறைபாடுள்ள
Favor, ஆதரவு / உதவி
Favorable, சாதகமான
Favoritism, பட்சபாதம்
Favorite, விருப்பமான
Fawn, மான்குட்டி
Fear, பயம்
Fearful, பயந்த
Fearless, பயமற்ற
Feasibility, சாத்தியக்கூறு
Feasible, சாத்தியமான
Feast, விருந்து
Feat, சாதனை
Feather, இறகு
Feature, அம்சம்
February, பிப்ரவரி
Federal, கூட்டாட்சி
Federation, கூட்டமைப்பு
Fee, கட்டணம்
Feeble, பலவீனமான
Feed, உணவளி
Feedback, பின்னூட்டம்
Feeder, உணவளிப்பான்
Feel, உணர்
Feeling, உணர்வு
Feet, அடிகள் / பாதங்கள்
Feign, பாசாங்கு செய்
Felicity, பேரின்பம்
Feline, பூனை சார்ந்த
Fell, வெட்டி வீழ்த்து
Fellow, தோழன் / உறுப்பினர்
Fellowship, தோழமை / உதவித்தொகை
Felony, பெரும் குற்றம்
Female, பெண்
Feminine, பெண்மை சார்ந்த
Feminism, பெண்மையியல்
Fence, வேலி
Fencing, வேலி அமைத்தல் / வாள்சண்டை
Fend, தற்காத்துக்கொள்
Fender, வாகனத் தடுப்பு
Ferment, நொதிக்கச்செய்
Fermentation, நொதித்தல்
Fern, பெருஞ்செடி
Ferocious, கொடூரமான
Ferocity, கொடூரம்
Ferry, படகுப்போக்குவரத்து
Fertile, வளமான
Fertility, வளமை
Fertilizer, உரம்
Fervor, ஆர்வம் / வெறி
Festival, திருவிழா
Festive, விழா சார்ந்த
Festivity, கொண்டாட்டம்
Fetch, கொண்டுவா
Fetus, கரு
Feud, பகை
Feudal, நிலப்பிரபுத்துவ
Fever, காய்ச்சல்
Feverish, காய்ச்சல் போன்ற
Few, சில
Fiance, நிச்சயிக்கப்பட்ட மணமகன்
Fiancee, நிச்சயிக்கப்பட்ட மணமகள்
Fiasco, பெரும் தோல்வி
Fiber, நார்ப்பொருள்
Fickle, நிலையற்ற
Fiction, புனைகதை
Fictional, கற்பனையான
Fictitious, போலியான
Fiddle, வயலின்
Fidelity, விசுவாசம்
Fidget, படபடப்பாக இரு
Field, வயல் / களம்
Fiend, அரக்கன்
Fierce, கொடூரமான / தீவிரமான
Fiery, நெருப்பு போன்ற
Fifteen, பதினைந்து
Fifth, ஐந்தாவது
Fifty, ஐம்பது
Fig, அத்திப்பழம்
Fight, சண்டை
Fighter, போர்வீரன்
Fighting, சண்டையிடுதல்
Figurative, உருவக
Figure, உருவம் / எண்
Filament, இழை
File, கோப்பு / வரிசை
Filial, பெற்றோர் சார்ந்த
Fill, நிரப்பு
Filling, நிரப்புதல்
Film, திரைப்படம் / மெல்லிய படலம்
Filter, வடிகட்டி
Filth, அழுக்கு / சாக்கடை
Filthy, மிகவும் அழுக்கான
Final, இறுதியான
Finale, இறுதிப் பகுதி
Finality, இறுதி நிலை
Finalize, இறுதி செய்
Finally, இறுதியில்
Finance, நிதி
Financial, நிதி சார்ந்த
Financier, நிதியாளர்
Find, கண்டுபிடி
Finding, கண்டுபிடிப்பு
Fine, அபராதம் / நேர்த்தியான / நல்ல
Finely, நுணுக்கமாக
Finesse, நளினம்
Finger, விரல்
Fingernail, நகம்
Fingertip, விரல் நுனி
Finish, முடி
Finished, முடிக்கப்பட்ட
Finite, எல்லையுள்ள
Fir, தேவதாரு மரம்
Fire, தீ / துப்பாக்கிச்சூடு / பணிநீக்கம் செய்
Firearm, துப்பாக்கி
Firecracker, பட்டாசு
Firefighter, தீயணைப்பு வீரர்
Fireplace, அடுக்களை / தீ மூட்டும் இடம்
Fireworks, வாணவேடிக்கை
Firm, நிறுவனம் / உறுதியான
Firmly, உறுதியாக
Firmness, உறுதி
First, முதல்
Firstly, முதலாவதாக
Fiscal, நிதி சார்ந்த
Fish, மீன்
Fisherman, மீனவர்
Fishery, மீன்பிடித்தளம்
Fishing, மீன்பிடித்தல்
Fissure, பிளவு
Fist, முஷ்டி / குத்துக்கை
Fit, பொருத்தமான / ஆரோக்கியமான
Fitness, உடல்தகுதி
Fitting, பொருத்தமான
Five, ஐந்து
Fix, சரிசெய் / பொருத்து
Fixed, நிலையான
Fixation, பிடிப்பு / பற்று
Fixture, நிரந்தரப் பொருள்
Fizz, நுரைத்து பொங்கு
Flag, கொடி
Flagship, முதன்மை
Flamboyant, ஆடம்பரமான
Flame, சுடர் / தீப்பிழம்பு
Flamingo, பூநாரை
Flank, பக்கவாட்டுப் பகுதி
Flannel, மெல்லிய கம்பளி
Flap, சிறகடி / மூடி
Flare, பிரகாசமான ஒளி
Flash, மின்னல் / ஒளிக்கீற்று
Flashlight, கைவிளக்கு
Flask, குடுவை
Flat, தட்டையான / அடுக்குமாடி வீடு
Flatness, தட்டைத்தன்மை
Flatten, தட்டையாக்கு
Flatter, புகழு / ஜாலம்பேசு
Flattery, புகழ்ந்து பேசுதல்
Flavor, சுவை / வாசனை
Flaw, குறைபாடு
Flawless, குறையற்ற
Flea, பிளே பூச்சி
Flee, தப்பித்தோடு
Fleece, ஆட்டுரோமம்
Fleet, கப்பற்படை / விரைவான
Fleeting, கணநேர
Flesh, சதை
Flexibility, நெகிழ்வுத்தன்மை
Flexible, நெகிழ்வான
Flick, தட்டு / சுண்டிவிடு
Flicker, மிளிர்தல் / சிமிட்டு
Flight, விமானப் பயணம்
Flimsy, மெலிதான
Flinch, பின்வாங்கு / தயங்கு
Fling, வீசியெறி
Flint, சிக்கிமுக்கிக் கல்
Flip, திருப்பு / தட்டு
Flippers, நீச்சல் துடுப்பு
Flirt, காதல் விளையாட்டு
Float, மித
Flock, மந்தை / கூட்டம்
Flog, சமையால் அடி
Flood, வெள்ளம்
Floor, தரை / தளம்
Flora, தாவர வளம்
Floral, மலர் சார்ந்த
Flour, மாவு
Flourish, செழித்து வளர்
Flow, பாய் / ஓட்டம்
Flower, மலர்
Flu, காய்ச்சல்
Fluctuate, ஏற்ற இறக்கமடை
Fluctuation, ஏற்ற இறக்கம்
Fluency, சரளம்
Fluent, சரளமான
Fluently, சரளமாக
Fluid, திரவம்
Fluorescence, ஒளிர்தல்
Flush, நீர் ஊற்று / சிவத்தல்
Flute, புல்லாங்குழல்
Flutter, படபடவென அடித்துக்கொள்
Fly, பற / ஈ
Flying, பறக்கும்
Foam, நுரை
Focal, குவிய
Focus, கவனம் செலுத்து / மையம்
Foe, எதிரி
Fog, மூடுபனி
Foggy, மூடுபனி நிறைந்த
Foil, அலுமினியத் தாள் / முறியடி
Fold, மடி
Folder, கோப்புறை
Foliage, இலைத்தழை
Folk, நாட்டுப்புற / மக்கள்
Folklore, நாட்டுப்புறவியல்
Follow, பின்னாள் செல் / பின்பற்று
Follower, பின்பற்றுபவர்
Following, பின்வரும்
Folly, முட்டாள்தனம்
Fond, விருப்பமுள்ள
Fondness, பிரியம்
Food, உணவு
Fool, முட்டாள்
Foolish, முட்டாள்தனமான
Foot, பாதம் / அடி
Footage, காட்சிப் பதிவு
Football, கால்பந்து
Footing, நிலை / தளம்
Footstep, காலடி
Footwear, காலணி
For, க்காக / பொருட்டு
Forage, உணவு தேடு
Forbid, தடைசெய்
Forbidden, தடைசெய்யப்பட்ட
Force, படை / விசை / வற்புறுத்து
Forceful, வலுவான
Ford, ஆற்றுக்கடவு
Forecast, கணிப்பு
Forefather, முன்னோர்கள்
Forehead, நெற்றி
Foreign, வெளிநாட்டு
Foreigner, வெளிநாட்டவர்
Forensic, தடய அறிவியல்
Foresee, முன்கூட்டியே அறி
Foresight, தொலைநோக்கு
Forest, காடு
Forestry, வனவியல்
Forever, என்றென்றும்
Forfeit, இழ / பறிமுதல்
Forge, உருவாக்கு / போலி செய்
Forgery, போலித்தனம்
Forget, மற
Forgetful, மறதி உள்ள
Forgive, மன்னி
Forgiveness, மன்னிப்பு
Fork, முட்கரண்டி / கிளைப்பாதை
Form, படிவம் / வடிவம் / உருவாக்கு
Formal, முறைப்படியான
Format, வடிவம்
Formation, உருவாக்கம்
Former, முன்னாள்
Formidable, அச்சமூட்டும் / சவாலான
Formula, சூத்திரம்
Formulate, உருவாக்கு
Formulation, உருவாக்கம்
Forsake, கைவிடு
Fort, கோட்டை
Forth, முன்னோக்கி
Forthcoming, வரவிருக்கும்
Fortify, பலப்படுத்து
Fortitude, மனஉறுதி
Fortress, பெரும் கோட்டை
Fortunate, அதிர்ஷ்டமுள்ள
Fortunately, அதிர்ஷ்டவசமாக
Fortune, அதிர்ஷ்டம் / சொத்து
Forty, நாற்பது
Forum, மன்றம்
Forward, முன்னோக்கி
Fossil, படிமம்
Foster, வளர் / ஆதரி
Foul, அசுத்தமான / தவறு
Found, நிறுவு / கண்டுபிடிக்கப்பட்ட
Foundation, அடித்தளம் / அறக்கட்டளை
Founder, நிறுவனர்
Fountain, நீரூற்று
Four, நான்கு
Fourteen, பதினான்கு
Fourth, நான்காவது
Fowl, பறவை / கோழி
Fox, நரி
Fraction, பின்னம் / சிறு பகுதி
Fracture, முறிவு
Fragile, எளிதில் உடையும்
Fragment, துண்டு
Fragrance, நறுமணம்
Fragrant, நறுமணமுள்ள
Frail, பலவீனமான
Frame, சட்டகம்
Framework, கட்டமைப்பு
Franchise, உரிமம் / வாக்குரிமை
Frank, வெளிப்படையான
Frankly, வெளிப்படையாக
Frantic, பதற்றமான
Fraud, மோசடி
Fraudulent, மோசடியான
Fray, தேய் / சண்டை
Freak, விசித்திரமான
Free, இலவசம் / சுதந்திரமான
Freedom, சுதந்திரம்
Freely, சுதந்திரமாக
Freeze, உறை
Freezer, குளிரூட்டி
Freight, சரக்கு
Frenzy, மனவெறி
Frequency, அதிர்வெண் / அலைவெண்
Frequent, அடிக்கடி நிகழும்
Frequently, அடிக்கடி
Fresh, புதிய
Freshman, முதலாண்டு மாணவர்
Fret, கவலைப்படு
Friction, உராய்ப்பு / மோதல்
Friday, வெள்ளிக்கிழமை
Friend, நண்பன்
Friendly, அன்பான / நட்பான
Friendship, நட்பு
Frigate, போர்க்கப்பல்
Fright, பயம்
Frighten, பயமுறுத்து
Frightened, பயந்த
Frightening, பயமுறுத்தும்
Frigid, கடும் குளிர்ந்த
Fringe, விளிம்பு
Frog, தவளை
Front, முன் / முன்னணி
Frontier, எல்லை
Frost, உறைபனி
Froth, நுரை
Frown, முகஞ்சுளி
Frugal, சிக்கனமான
Fruit, பழம்
Fruitful, பயனுள்ள
Frustrate, ஏமாற்றமடையச் செய்
Frustration, ஏமாற்றம்
Fry, வறு
Frying, வறுத்தல்
Fuel, எரிபொருள்
Fugitive, தப்பி ஓடியவர்
Fulfill, நிறைவேற்று
Fulfillment, நிறைவு
Full, முழு
Fully, முழுமையாக
Fumble, தடுமாறு
Fume, புகை
Fun, வேடிக்கை / மகிழ்ச்சி
Function, செயல்பாடு / விழா
Functional, செயல்பாட்டு
Fund, நிதி
Fundamental, அடிப்படையான
Fundraising, நிதி திரட்டுதல்
Funeral, ஈமச்சடங்கு
Fungi, பூஞ்சை
Funnel, புனல்
Funny, வேடிக்கையான
Fur, உரோமம்
Furious, கோபமான
Furnace, உலை
Furnish, தளவாடம் அமை / வழங்கு
Furniture, மரச்சாமான்கள்
Furrow, உழவுச்சால்
Further, மேலும்
Furthermore, மேலும்
Furtive, ரகசியமான
Fury, கடும் கோபம்
Fuse, உருகி / இணை
Fusion, இணைப்பு
Fuss, வீண் பரபரப்பு
Futile, வீணான
Future, எதிர்காலம்
Futuristic, எதிர்கால சார்ந்த
Fuzzy, மங்கலான / உரோமம் நிறைந்த
Here is the vocabulary list for the letter **G**:
Gag, வாயடைப்பு / பொய்
Gain, ஆதாயம் / பெறு
Galaxy, விண்மீன் மண்டலம்
Gale, பலத்த காற்று
Gall, பித்தம் / எரிச்சல்
Gallant, வீரமிக்க
Gallery, கலைக்கூடங்கள் / கேலரி
Gallon, கேலன் (அளவை)
Gallop, குதிரை பாய்ச்சல்
Gamble, சூதாடு
Gambling, சூதாட்டம்
Game, விளையாட்டு
Gang, கும்பல்
Gap, இடைவெளி
Garage, கேரேஜ் / வாகனப் பணிமனை
Garbage, குப்பை
Garden, தோட்டம்
Gardening, தோட்டக்கலை
Garlic, பூண்டு
Garment, ஆடை
Garnet, சிவப்பு ரத்தினம்
Garnish, அலங்கரி (உணவை)
Garrison, படைப்பிரிவு
Gas, வாயு / எரிபொருள்
Gasp, மூச்சுத்திணறு
Gate, கதவு / நுழைவாயில்
Gateway, நுழைவு வாயில்
Gather, சேகரி / ஒன்று கூடு
Gathering, கூட்டம்
Gauge, அளவி / அளவிடு
Gaze, உற்று நோக்கு
Gear, கியர் / உபகரணம்
Gel, ஜெல் / கூழ்மம்
Gem, ரத்தினம் / ஆபரணம்
Gender, பாலினம்
Gene, மரபணு
General, பொதுவான / ஜெனரல் (இராணுவப் பதவி)
Generalization, பொதுமைப்படுத்துதல்
Generally, பொதுவாக
Generate, உருவாக்கு
Generation, தலைமுறை
Generator, ஜெனரேட்டர் / மின்னாக்கி
Generosity, தாராள மனப்பான்மை
Generous, தாராள குணமுள்ள
Genetic, மரபணு சார்ந்த
Genetics, மரபியல்
Genius, மேதை
Genocide, இனப்படுகொலை
Genre, வகை (கலை/இலக்கியம்)
Gentle, மென்மையான
Gentleman, கண்ணியவான்
Gently, மெதுவாக / மென்மையாக
Genuine, உண்மையான
Geographic, புவியியல் சார்ந்த
Geography, புவியியல்
Geology, புவியியல் / பாறை இயல்
Geometry, வடிவியல்
Germ, கிருமி
German, ஜெர்மன்
Germinate, முளைவிடு
Gesture, சைகை
Get, பெறு
Ghastly, பயங்கரமான
Ghost, பேய் / ஆவி
Giant, அரக்கன் / மிகப்பெரிய
Giddiness, தலைச்சுற்றல்
Gift, பரிசு / திறமை
Gifted, திறமையான
Gig, இசை நிகழ்ச்சி / தற்காலிக வேலை
Gigantic, பிரம்மாண்டமான
Giggle, சிரிப்பு / நக்கல்
Gild, தங்கம் பூசு
Gill, மீனின் செவுள்
Gimmick, தந்திரம் / விளம்பர உத்தி
Gin, ஜின் மதுவகை
Ginger, இஞ்சி
Giraffe, ஒட்டகச்சிவிங்கி
Girdle, இடுப்புக்கச்சை
Girl, பெண் / சிறுமி
Girlfriend, பெண் தோழி
Gist, சாராம்சம்
Give, கொடு
Given, கொடுக்கப்பட்ட
Glacier, பனிப்பாறை
Glad, மகிழ்ச்சியான
Gladly, மகிழ்ச்சியுடன்
Glamour, கவர்ச்சி
Glance, பார்வை / லேசாகப் பார்
Gland, சுரப்பி
Glare, கூசும் ஒளி / முறைத்துப் பார்
Glass, கண்ணாடி / கோப்பை
Glasses, கண்ணாடி (கண்)
Glaze, மெருகூட்டு / மெருகு
Gleam, ஒளிக்கீற்று
Glee, மகிழ்ச்சி
Glen, பள்ளத்தாக்கு
Glide, சறுக்கிச் செல்
Glimpse, ஒரு கணப் பார்வை
Glisten, மின்னு
Glitch, தொழில்நுட்பக் கோளாறு
Glitter, மின்னுவது
Global, உலகளாவிய
Globalization, உலகமயமாக்கல்
Globe, பூகோளம் / உலகம்
Gloom, இருள் / மனச்சோர்வு
Gloomy, சோகமான
Glorious, புகழ்பெற்ற / பிரம்மாண்டமான
Glory, புகழ் / பெருமை
Gloss, மெருகு
Glossary, கலைச்சொல்லகராதி
Glossy, பளபளப்பான
Glove, கையுறை
Glow, ஒளிர்தல்
Glucose, குளுக்கோஸ்
Glue, பசை
Glutton, அதிக உணவு உண்பவர்
Gnash, பற்களைக் கடி
Gnat, கொசு வகை
Gnaw, கடித்துக் குதறு
Go, செல்
Goal, இலக்கு
Goat, வெள்ளாடு
God, கடவுள்
Goddess, தேவி / பெண் தெய்வம்
Godfather, ஞானத்தந்தை
Goggles, பாதுகாப்புத் தேவைக் கண்ணாடி
Gold, தங்கம்
Golden, தங்க நிற / பொன்னான
Golf, கோல்ஃப் விளையாட்டு
Good, நல்ல
Goodbye, விடைபெறுகிறேன்
Goodness, நற்பண்பு
Goods, பொருட்கள் / சரக்கு
Goose, வாத்து வகை
Gorge, பள்ளத்தாக்கு / அதிகமாக உண்
Gorgeous, மிகவும் அழகான
Gospel, நற்செய்தி
Gossip, வதந்தி / வீண் பேச்சு
Gourd, சுரைக்காய் / பூசணி வகை
Grown, வளர்ந்த
Govern, ஆட்சி செய்
Government, அரசாங்கம்
Governor, ஆளுநர்
Gown, நீண்ட ஆடை
Grace, அருள் / நளினம்
Graceful, நளினமான
Gracious, கருணையுள்ள
Grade, தரம் / வகுப்பு
Gradual, படிப்படியான
Gradually, படிப்படியாக
Graduate, பட்டதாரி
Graduation, பட்டமளிப்பு
Graft, ஒட்டுப்போடுதல் / லஞ்சம்
Grain, தானியம்
Gram, கிராம் (எடை அளவை)
Grammar, இலக்கணம்
Grammatical, இலக்கண சார்ந்த
Granary, தானியக் களஞ்சியம்
Grand, பிரம்மாண்டமான
Grandchild, பேரன் / பேத்தி
Granddaughter, பேத்தி
Grandfather, தாத்தா
Grandmother, பாட்டி
Grandparent, தாத்தா பாட்டி
Grandson, பேரன்
Grant, மானியம் / வழங்கு
Granite, கருங்கல்
Grape, திராட்சை
Graph, வரைபடம்
Graphic, வரைகலை / தெளிவான
Grasp, பிடி / புரிந்துகொள்
Grass, புல்
Grasshopper, வெட்டுக்கிளி
Grate, துருவு
Grateful, நன்றியுள்ள
Gratitude, நன்றி உணர்வு
Grave, கல்லறை / கடுமையான
Gravel, சரளைக்கல்
Gravity, ஈர்ப்பு விசை / गंभीरता
Gravy, குழம்பு
Graze, மேய் / உராய்தல்
Grease, கிரீஸ் / கொழுப்பு
Great, சிறந்த / பெரிய
Greatly, பெருமளவில்
Greatness, பெருமை
Greed, பேராசை
Greedy, பேராசையுள்ள
Green, பச்சை
Greenhouse, பசுமைக்குடில்
Greet, வாழ்த்து
Greeting, வாழ்த்துக்கள்
Grenade, கைஎறி குண்டு
Grey, சாம்பல் நிறம்
Grid, கட்டமைப்பு / மின் கட்டமைப்பு
Grief, துக்கம்
Grieve, வருந்து
Grievance, குறை / மனக்குறைகள்
Grim, கொடூரமான / சோகமான
Grin, இளிப்பு / புன்னகை
Grind, அரை / கூர்மையாக்கு
Grinder, அரைக்கும் கருவி
Grip, பிடி
Grit, மனஉறுதி / சிறு கல்
Groan, முனகல்
Grocer, மளிகைக்கடைக்காரர்
Grocery, மளிகைப் பொருட்கள்
Groom, மணமகன் / மெருகேற்று
Groove, খাঁজ / பள்ளம்
Gros, மொத்த
Gross, மொத்த / அருவருப்பான
Ground, தரை / மைதானம்
Group, குழு
Grove, தோப்பு
Grow, வளர்
Growl, உறுமல்
Growth, வளர்ச்சி
Grudge, வஞ்சம் / மனக்கசப்பு
Gruesome, பயங்கரமான
Grumble, முணுமுணு
Guarantee, உத்தரவாதம்
Guard, பாதுகாவலர் / பாதுகா
Guardian, பாதுகாவலர்
Guerrilla, கெரில்லா படை
Guess, யூகி
Guest, விருந்தினர்
Guidance, வழிகாட்டல்
Guide, வழிகாட்டி
Guidelines, வழிகாட்டுதல்கள்
Guild, சங்கம்
Guilt, குற்றவுணர்ச்சி
Guilty, குற்றவாளி
Guinea, கினியா (நாணயம்/நாடு)
Guitar, கிட்டார்
Guitarist, கிட்டார் கலைஞர்
Gulf, வளைகுடா
Gull, கடற்பறவை
Gullible, ஏமாறக்கூடிய
Gulp, விழுங்கு
Gum, ஈறு / பசை
Gun, துப்பாக்கி
Gunpowder, வெடிமருந்து
Guru, குரு / ஆசிரியர்
Gush, பீறிட்டுப் பாய்
Gut, குடல் / தைரியம்
Gutter, சாக்கடை
Gym, உடற்பயிற்சிக்கூடம்
Gymnastics, ஜிம்னாஸ்டிக்ஸ்
Gypsy, நாடோடி
Here is the vocabulary list for the letter **H**:
Habit, பழக்கம்
Habitable, வாழத்தகுந்த
Habitat, வசிப்பிடம்
Habitual, வழக்கமான
Hack, வெட்டு / ஹேக் செய்
Hacker, கணினி ஊடுருவலாளர்
Hacksaw, இரும்பு அறுக்கும் வாள்
Hail, ஆலங்கட்டி மழை / வாழ்த்து
Hair, முடி
Haircut, முடி திருத்தம்
Hairdresser, முடி திருத்துபவர்
Hairy, முடி நிறைந்த
Hale, ஆரோக்கியமான
Half, பாதி
Halfway, பாதி வழியில்
Hall, கூடம் / அரங்கம்
Hallmark, தரச்சான்று / அடையாளம்
Hallucination, மனப்பிராந்தி
Halo, ஒளிவட்டம்
Halt, நிறுத்து / நிறுத்தம்
Halve, பாதியாகக் குறை
Ham, பன்றி இறைச்சி
Hammer, சுத்தியல்
Hammock, தூளி
Hamper, தடுத்து நிறுத்து / பரிசுப் கூடை
Hand, கை / வழங்கு
Handbag, கைப்பை
Handbook, கையேடு
Handcuff, விலங்கு (கை)
Handful, கைப்பிடி அளவு
Handicap, குறைபாடு / தடை
Handicraft, கைவினைப்பொருள்
Handkerchief, கைக்குட்டை
Handle, கையாளு / கைப்பிடி
Handler, கையாளுபவர்
Handling, கையாளுதல்
Handmade, கையால் செய்யப்பட்ட
Handshake, கைக்குலுக்கல்
Handsome, அழகிய (ஆண்)
Handwriting, கையெழுத்து
Handy, பயனுள்ள / சுலபமான
Hang, தொங்கு / தூக்கிலிடு
Hanger, கொக்கி / மாட்டி
Hangar, விமானக் கொட்டகை
Happen, நட / நிகழு
Happening, நிகழ்வு
Happily, மகிழ்ச்சியாக
Happiness, மகிழ்ச்சி
Happy, மகிழ்ச்சியான
Harass, துன்புறுத்து
Harassment, துன்புறுத்தல்
Harbor, துறைமுகம் / அடைக்கலம் கொடு
